respondent_id,submission_time,duration_seconds,age_group,gender,emirate,nationality,income,occupation,formal_attire_freq,occasions,accessories_purchased,purchase_freq,buy_location,shopping_channel,spend_tie,spend_socks,main_influence,imp_fabric_quality,imp_design,imp_pricing,imp_brand_rep,imp_comfort,imp_durability,imp_variety,imp_sustainability,brands_purchased,loyalty_factor,willing_try_new,convince_try,purchase_likelihood_6m,saturn_consideration,most_important_feature
R3109,2025-02-03 10:42,252,25–34,Female,Abu Dhabi,South Asian,"10,001–20,000",Business Owner,Daily,Office; Business Meetings,Ties; Dress Socks; Cufflinks; Belts,Once a year,Online Marketplace,Online,AED 201–300,AED 25–50,Comfort,5,3,3,4,5,5,3,3,Zara; Massimo Dutti,Customer Service,Probably Not,Introductory Discounts; Word of Mouth; Luxury Packaging,Unlikely,Probably Would Not,Affordable pricing
R1677,2025-02-22 15:31,408,25–34,Male,Ajman,Southeast Asian,"20,001–35,000",Business Owner,Occasionally,Weddings; Parties; Religious Events; Formal Dinners,Dress Socks; Handkerchiefs; Belts,Only when needed,Brand Store,Online,Above AED 300,AED 25–50,Brand Reputation,5,4,1,5,5,5,3,2,Massimo Dutti; Hugo Boss,Product Variety,Probably Not,Premium Quality; Word of Mouth; Luxury Packaging,Very Unlikely,Probably Would Not,nothing
R3547,2025-02-01 10:52,567,25–34,Male,Abu Dhabi,South Asian,"5,000–10,000",Private Employee,Occasionally,Never,Dress Socks,Only when needed,Department Store,Physical Store,AED 50–100,Under AED 25,Price,3,3,3,2,4,5,3,2,Other,Price,Definitely,Introductory Discounts; Premium Quality; Money-back Guarantee,Neutral,Not Sure,Good customer service
R2152,2025-02-10 09:12,304,18–24,Male,Umm Al Quwain,South Asian,"Under 5,000",Private Employee,Occasionally,Never,Belts,Only when needed,Shopping Mall,Physical Store,Under AED 50,AED 25–50,Price,5,3,4,1,5,4,2,3,Zara; Hugo Boss,Price,Definitely Not,Introductory Discounts,Very Unlikely,Definitely Would Not,Premium fabric quality
R3324,2025-03-31 11:02,426,25–34,Male,Ajman,South Asian,"10,001–20,000",Government Employee,Occasionally,Religious Events,Ties; Handkerchiefs; Belts,Only when needed,Brand Website,No Preference,Under AED 50,AED 25–50,Comfort,3,4,4,1,4,4,2,2,H&M,Design,Probably Not,Social Media Reviews; Influencer Recommendations,Very Unlikely,Definitely Would Not,Comfort and fit
R1055,2025-02-21 15:47,330,35–44,Male,Dubai,African,"Above 35,000",Government Employee,Occasionally,Office; Weddings; Business Meetings; Religious Events,Ties; Pocket Squares,Monthly,Brand Store,Physical Store,AED 101–200,AED 51–75,Fabric Quality,3,5,5,3,4,5,5,4,Massimo Dutti; Hugo Boss,Prestige,Not Sure,Premium Quality; Social Media Reviews; Money-back Guarantee,Unlikely,Probably Would Not,Trustworthy after-sales support
R3692,2025-03-21 02:46,454,45–54,Male,Dubai,South Asian,"10,001–20,000",Self-employed,Once a week,Office; Business Meetings; Religious Events; Formal Dinners,Pocket Squares; Dress Socks; Cufflinks; Belts,Every 6 months,Shopping Mall,Online,AED 101–200,Under AED 25,Price,4,4,2,4,3,3,2,4,Other,Product Variety,Probably,Influencer Recommendations; Word of Mouth,Neutral,Not Sure,Value for money
R3237,2025-02-01 18:14,414,25–34,Male,Abu Dhabi,Southeast Asian,"20,001–35,000",Business Owner,Daily,Office; Weddings; Business Meetings; Parties; Religious Events; Formal Dinners,Ties; Cufflinks,Every 6 months,Brand Website,Online,AED 50–100,AED 25–50,Brand Reputation,4,4,5,5,5,4,4,5,Zara; H&M; Hugo Boss; Charles Tyrwhitt,Price,Definitely,Introductory Discounts; Social Media Reviews,Very Likely,Definitely Would,Trustworthy after-sales support
R2411,2025-02-02 09:18,506,55+,Male,Sharjah,South Asian,"5,000–10,000",Private Employee,Once a week,Office; Business Meetings,Belts,Once a year,Department Store,Online,Under AED 50,AED 25–50,Durability,4,3,2,4,5,3,2,2,H&M; Charles Tyrwhitt,Product Variety,Probably,Influencer Recommendations,Unlikely,Not Sure,Value for money
R3223,2025-03-30 14:45,198,25–34,Male,Ras Al Khaimah,Arab Expat,"Under 5,000",Other,Rarely,Office; Weddings,Dress Socks; Belts,Only when needed,Online Marketplace,Physical Store,Under AED 50,AED 25–50,Fabric Quality,4,4,1,3,4,5,3,4,H&M,Price,Not Sure,Influencer Recommendations; Word of Mouth; Money-back Guarantee,Very Unlikely,Definitely Would Not,Wide variety of designs
R2288,2025-03-22 05:13,462,25–34,Prefer not to say,Abu Dhabi,Arab Expat,"20,001–35,000",Government Employee,Rarely,Office; Weddings; Formal Dinners,Ties; Dress Socks,Every 6 months,Online Marketplace,No Preference,AED 101–200,AED 25–50,Fabric Quality,4,5,3,3,3,3,3,3,Zara,Quality,Not Sure,Influencer Recommendations; Word of Mouth; Money-back Guarantee,Neutral,Not Sure,Local UAE identity
R1166,2025-02-15 13:49,354,45–54,Male,Abu Dhabi,Emirati,"20,001–35,000",Government Employee,Once a week,Office; Weddings,Ties; Dress Socks; Handkerchiefs; Belts,Only when needed,Brand Website,Online,AED 101–200,AED 25–50,Design,5,5,3,5,4,4,3,4,Zara; H&M; Massimo Dutti; Hugo Boss; Brooks Brothers,Customer Service,Not Sure,Premium Quality; Money-back Guarantee,Neutral,Not Sure,Sustainable materials
R3872,2025-02-28 09:53,641,18–24,Male,Dubai,Southeast Asian,"Under 5,000",Student,Rarely,Weddings; Religious Events,Belts,Once a year,Shopping Mall,Physical Store,AED 50–100,Under AED 25,Price,3,3,3,3,5,4,3,3,Massimo Dutti,Quality,Definitely,Introductory Discounts; Word of Mouth,Very Unlikely,Definitely Would Not,Value for money
R1872,2025-02-07 08:36,457,55+,Male,Abu Dhabi,Emirati,"10,001–20,000",Private Employee,Occasionally,Office; Business Meetings,Pocket Squares; Belts,Only when needed,Online Marketplace,Online,Under AED 50,AED 25–50,Design,5,3,1,4,3,5,5,4,H&M; Massimo Dutti,Customer Service,Probably,Introductory Discounts; Social Media Reviews; Money-back Guarantee,Very Unlikely,Definitely Would Not,Wide variety of designs
R2361,2025-03-07 13:19,105,25–34,Male,Sharjah,Emirati,"5,000–10,000",Private Employee,Daily,Weddings; Parties; Formal Dinners,None,Only when needed,Brand Store,No Preference,AED 50–100,AED 25–50,Price,3,4,2,4,5,2,3,5,H&M; Massimo Dutti,Quality,Probably,Word of Mouth; Luxury Packaging; Money-back Guarantee,Very Likely,Definitely Would,Value for money
R1887,2025-03-21 14:23,500,18–24,Female,Dubai,European,"10,001–20,000",Private Employee,3–5 times/week,Weddings; Business Meetings; Religious Events,Dress Socks; Handkerchiefs; Cufflinks; Belts,Once a year,Online Marketplace,Online,AED 101–200,AED 25–50,Design,5,3,2,4,4,4,3,2,H&M; Massimo Dutti,Product Variety,Definitely,Introductory Discounts; Premium Quality; Influencer Recommendations,Likely,Probably Would,Trustworthy after-sales support
R1888,2025-02-15 10:13,289,25–34,Female,Abu Dhabi,South Asian,"Under 5,000",Student,Rarely,Never,Dress Socks; Cufflinks; Belts,Once a year,Shopping Mall,Physical Store,AED 50–100,AED 25–50,Brand Reputation,3,3,3,3,5,5,3,4,Zara; H&M; Hugo Boss,Price,Probably,Introductory Discounts,Unlikely,Probably Would Not,Affordable pricing
R3369,2025-03-06 12:21,847,25–34,Male,Dubai,European,"5,000–10,000",Student,Rarely,Business Meetings; Parties; Formal Dinners,None,Every 6 months,Online Marketplace,Online,AED 101–200,AED 51–75,Price,5,2,3,2,4,4,4,3,Charles Tyrwhitt,Product Variety,Probably Not,Introductory Discounts; Social Media Reviews; Influencer Recommendations,Very Unlikely,Definitely Would Not,Luxury packaging
R3416,2025-02-18 07:20,318,25–34,Male,Ras Al Khaimah,European,"5,000–10,000",Student,Rarely,Office; Weddings; Parties; Religious Events; Formal Dinners,Ties; Pocket Squares,Every 6 months,Shopping Mall,Online,AED 101–200,Under AED 25,Durability,4,4,1,1,4,2,3,2,Other,Quality,Probably,Social Media Reviews; Influencer Recommendations; Money-back Guarantee,Unlikely,Not Sure,Unique and elegant designs
R2819,2025-03-09 07:43,491,35–44,Male,Abu Dhabi,South Asian,"5,000–10,000",Self-employed,3–5 times/week,Office; Formal Dinners,Ties; Dress Socks,Every 6 months,Brand Website,Online,AED 50–100,Under AED 25,Design,4,3,2,2,3,5,3,4,Other,Design,Probably Not,Introductory Discounts; Influencer Recommendations; Money-back Guarantee,Very Unlikely,Definitely Would Not,Value for money
R3854,2025-03-10 18:13,218,35–44,Male,Abu Dhabi,South Asian,"Under 5,000",Student,Rarely,Never,Ties,Only when needed,Online Marketplace,No Preference,AED 50–100,AED 25–50,Fabric Quality,3,5,3,2,3,3,2,3,Charles Tyrwhitt,Product Variety,Probably Not,Introductory Discounts; Influencer Recommendations; Word of Mouth,Very Unlikely,Definitely Would Not,Fast and reliable delivery
R1498,2025-03-12 10:52,190,25–34,Male,Dubai,Other,"10,001–20,000",Private Employee,Occasionally,Office; Business Meetings,Dress Socks,Every 6 months,Tailor/Boutique,Online,AED 101–200,AED 51–75,Fabric Quality,2,5,5,5,4,4,4,3,Other,Customer Service,Not Sure,Premium Quality; Luxury Packaging; Money-back Guarantee,Likely,Probably Would,Wide variety of designs
R1714,2025-02-04 00:20,521,35–44,Female,Abu Dhabi,South Asian,"10,001–20,000",Private Employee,Once a week,Office; Weddings; Religious Events; Formal Dinners,Ties; Handkerchiefs; Cufflinks; Belts,Every 6 months,Shopping Mall,No Preference,AED 50–100,AED 25–50,Price,4,4,5,3,5,4,3,2,Zara; H&M,Price,Probably,Social Media Reviews; Word of Mouth; Money-back Guarantee,Unlikely,Probably Would Not,Sustainable materials
R3725,2025-02-10 19:27,419,35–44,Female,Ras Al Khaimah,South Asian,"20,001–35,000",Self-employed,Daily,Office; Business Meetings; Religious Events; Formal Dinners,Dress Socks; Cufflinks; Belts,Once a year,Brand Website,Online,AED 201–300,AED 51–75,Comfort,5,4,5,5,3,5,3,4,Massimo Dutti; Hugo Boss; Charles Tyrwhitt,Quality,Probably,Premium Quality; Luxury Packaging; Money-back Guarantee,Neutral,Not Sure,Comfort and fit
R2056,2025-03-30 08:51,452,45–54,Male,Sharjah,South Asian,"10,001–20,000",Private Employee,Occasionally,Office; Business Meetings; Formal Dinners,Ties; Dress Socks; Cufflinks,Every 6 months,Online Marketplace,Physical Store,AED 50–100,AED 51–75,Price,4,5,5,3,4,4,5,3,Massimo Dutti,Quality,Probably,Money-back Guarantee,Unlikely,Probably Would Not,Exclusive limited editions
R3787,2025-03-13 16:09,634,25–34,Female,Abu Dhabi,South Asian,"5,000–10,000",Student,Rarely,Office; Parties; Religious Events,Pocket Squares; Cufflinks; Belts,Every 3 months,Brand Store,Online,AED 101–200,Under AED 25,Comfort,4,5,3,3,4,3,3,3,Zara; Massimo Dutti,Customer Service,Definitely,Luxury Packaging; Money-back Guarantee,Neutral,Not Sure,Strong brand reputation
R1364,2025-03-29 23:15,489,35–44,Male,Ajman,European,"10,001–20,000",Other,Rarely,Parties,Cufflinks,Once a year,Department Store,Online,AED 101–200,Under AED 25,Price,3,5,4,1,3,5,1,3,H&M; Charles Tyrwhitt,Design,Probably,Premium Quality; Word of Mouth,Unlikely,Probably Would Not,Trustworthy after-sales support
R1926,2025-02-06 14:35,274,25–34,Male,Dubai,Southeast Asian,"20,001–35,000",Business Owner,3–5 times/week,Office; Weddings; Business Meetings,Pocket Squares; Dress Socks; Belts,Only when needed,Brand Store,Physical Store,AED 201–300,Under AED 25,Design,4,5,5,4,5,3,5,3,H&M; Hugo Boss,Quality,Definitely,Premium Quality; Word of Mouth; Money-back Guarantee,Likely,Probably Would,Durability and long-lasting material
R3309,2025-02-26 09:29,318,45–54,Male,Fujairah,South Asian,"10,001–20,000",Private Employee,Once a week,Office; Religious Events; Formal Dinners,Ties; Dress Socks; Handkerchiefs,Only when needed,Online Marketplace,Physical Store,Under AED 50,Under AED 25,Fabric Quality,3,3,4,2,5,3,5,4,Other,Design,Probably,Introductory Discounts; Money-back Guarantee,Neutral,Not Sure,Luxury packaging
R2727,2025-03-16 14:50,143,45–54,Male,Dubai,Emirati,"Above 35,000",Business Owner,Occasionally,Business Meetings; Religious Events; Formal Dinners,Ties; Pocket Squares; Cufflinks,Every 6 months,Tailor/Boutique,No Preference,AED 201–300,Above AED 75,Design,3,5,5,4,5,5,4,2,Hugo Boss; Charles Tyrwhitt; Brooks Brothers,Customer Service,Not Sure,Premium Quality; Word of Mouth; Money-back Guarantee,Neutral,Not Sure,Value for money
R3030,2025-02-17 03:38,209,18–24,Male,Abu Dhabi,South Asian,"5,000–10,000",Private Employee,Rarely,Weddings,Ties; Dress Socks; Belts,Only when needed,Shopping Mall,Physical Store,Under AED 50,Under AED 25,Price,5,2,2,4,5,4,2,2,H&M; Massimo Dutti,Design,Definitely Not,Premium Quality; Luxury Packaging; Money-back Guarantee,Very Unlikely,Definitely Would Not,Good customer service
R1832,,352,25–34,Male,Dubai,Southeast Asian,"10,001–20,000",Private Employee,Daily,,Ties; Pocket Squares; Dress Socks; Handkerchiefs; Belts,Every 3 months,Online Marketplace,Online,AED 201–300,AED 25–50,Brand Reputation,5,3,3,4,4,5,3,4,Massimo Dutti; Charles Tyrwhitt,Price,Definitely,Word of Mouth; Luxury Packaging; Money-back Guarantee,,Definitely Would,Exclusive limited editions
R1800,2025-02-22 17:03,504,35–44,Male,Dubai,South Asian,"20,001–35,000",Other,Once a week,Never,Dress Socks; Cufflinks; Belts,Every 3 months,Online Marketplace,Physical Store,AED 101–200,AED 25–50,Comfort,3,2,1,2,3,3,4,3,Zara,Customer Service,Not Sure,Introductory Discounts; Premium Quality; Influencer Recommendations,Unlikely,Probably Would Not,Exclusive limited editions
R1617,2025-03-22 01:56,554,25–34,Male,Sharjah,South Asian,"20,001–35,000",Government Employee,3–5 times/week,Office; Weddings; Business Meetings,Ties; Pocket Squares; Dress Socks; Cufflinks; Belts,Every 3 months,Department Store,Online,Above AED 300,Above AED 75,Fabric Quality,5,5,4,3,4,5,3,3,Other,Quality,Definitely,Introductory Discounts; Premium Quality; Money-back Guarantee,Likely,Probably Would,Luxury packaging
R3163,2025-03-23 09:50,342,25–34,Male,Dubai,African,"10,001–20,000",Self-employed,3–5 times/week,Office; Weddings; Business Meetings; Parties,Ties; Dress Socks; Belts,Once a year,Department Store,Physical Store,Under AED 50,AED 51–75,Durability,4,4,2,5,3,3,4,4,Zara; Massimo Dutti; Charles Tyrwhitt,Price,Definitely,Premium Quality; Money-back Guarantee,Very Likely,Definitely Would,Good customer service
R1600,2025-02-19 10:49,375,25–34,Male,Dubai,Arab Expat,"20,001–35,000",Self-employed,Once a week,Weddings; Business Meetings; Parties; Formal Dinners,Ties; Pocket Squares; Dress Socks; Belts,Every 3 months,Brand Website,Online,AED 101–200,AED 25–50,Fabric Quality,4,4,4,5,4,4,5,3,Massimo Dutti; Hugo Boss; Brooks Brothers,Prestige,Probably Not,Premium Quality; Luxury Packaging,Unlikely,Probably Would Not,Affordable pricing
R1123,2025-02-26 15:25,238,25–34,Male,Dubai,South Asian,"5,000–10,000",Other,Occasionally,Weddings,None,Only when needed,Brand Website,Online,AED 201–300,Under AED 25,Design,4,4,3,2,4,3,3,5,Zara,Quality,Probably,Social Media Reviews; Money-back Guarantee,Likely,Probably Would,Fast and reliable delivery
R2597,2025-02-20 23:43,23,25–34,Male,Sharjah,Arab Expat,"5,000–10,000",Student,Rarely,Religious Events,Ties; Belts,Only when needed,Shopping Mall,Physical Store,Under AED 50,Under AED 25,Design,1,4,4,2,5,3,1,3,H&M,Price,Probably,Introductory Discounts; Social Media Reviews; Word of Mouth,Unlikely,Probably Would Not,Premium fabric quality
R1334,2025-03-03 05:44,402,18–24,Male,Sharjah,Emirati,"5,000–10,000",Private Employee,Once a week,Office; Weddings; Parties,Belts,Every 6 months,Brand Website,Physical Store,Above AED 300,Under AED 25,Fabric Quality,3,4,3,3,4,5,3,4,Other,Price,Probably Not,Introductory Discounts; Social Media Reviews; Luxury Packaging,Very Unlikely,Definitely Would Not,Durability and long-lasting material
R3609,2025-03-14 15:55,275,25–34,Male,Dubai,South Asian,"10,001–20,000",Other,Occasionally,Weddings; Formal Dinners,Cufflinks; Belts,Only when needed,Brand Store,No Preference,AED 201–300,Above AED 75,Price,4,4,5,5,4,4,4,4,Zara; Massimo Dutti; Charles Tyrwhitt,Product Variety,Probably,Introductory Discounts; Premium Quality; Money-back Guarantee,Neutral,Not Sure,Sustainable materials
R1304,2025-02-09 03:15,621,45–54,Male,Sharjah,South Asian,"Above 35,000",Business Owner,Daily,Office; Weddings; Business Meetings,Ties; Pocket Squares; Dress Socks; Cufflinks; Belts,Monthly,Brand Store,No Preference,AED 201–300,AED 25–50,Brand Reputation,4,5,5,5,4,4,4,4,Brooks Brothers,Product Variety,Not Sure,Premium Quality,Neutral,Probably Would,Wide variety of designs
R3406,2025-02-05 09:45,60,35–44,Male,Dubai,Southeast Asian,"10,001–20,000",Private Employee,3–5 times/week,Weddings; Religious Events,Ties; Pocket Squares; Handkerchiefs,Every 3 months,Brand Store,Physical Store,AED 101–200,AED 25–50,Durability,4,5,4,4,4,5,4,3,H&M; Massimo Dutti; Hugo Boss,Quality,Definitely,Word of Mouth,Likely,Probably Would,Durability and long-lasting material
R1980,2025-03-19 21:52,418,55+,Male,Fujairah,South Asian,"10,001–20,000",Private Employee,Rarely,Weddings; Parties; Religious Events; Formal Dinners,Ties; Dress Socks; Handkerchiefs; Belts,Only when needed,Shopping Mall,Physical Store,Under AED 50,Under AED 25,Fabric Quality,5,2,4,3,4,5,3,1,Zara,Product Variety,Definitely Not,Introductory Discounts; Premium Quality,Very Unlikely,Definitely Would Not,Sustainable materials
R2688,2025-02-25 20:50,564,35–44,Female,Dubai,Arab Expat,"20,001–35,000",Private Employee,,Office; Weddings; Business Meetings; Formal Dinners,Ties; Dress Socks; Cufflinks; Belts,Once a year,,Physical Store,AED 50–100,AED 51–75,Design,5,3,4,4,3,5,2,4,Massimo Dutti,Design,,Premium Quality,Unlikely,Probably Would Not,Luxury packaging
R3668,2025-03-06 15:34,303,35–44,Male,Abu Dhabi,Arab Expat,"20,001–35,000",Private Employee,Occasionally,Office; Weddings,Dress Socks; Handkerchiefs; Belts,Once a year,Shopping Mall,No Preference,AED 101–200,AED 25–50,Brand Reputation,4,3,4,5,4,5,4,3,Hugo Boss; Charles Tyrwhitt,Quality,Probably,Social Media Reviews; Influencer Recommendations; Money-back Guarantee,Neutral,Not Sure,Strong brand reputation
R3108,2025-03-01 04:53,339,25–34,Male,Abu Dhabi,Arab Expat,"20,001–35,000",Private Employee,Daily,Office; Weddings; Parties; Formal Dinners,Ties; Pocket Squares; Dress Socks; Belts,Every 3 months,Shopping Mall,Online,AED 201–300,Above AED 75,Durability,5,2,5,5,4,5,4,2,Charles Tyrwhitt,Customer Service,Not Sure,Social Media Reviews; Money-back Guarantee,Neutral,Not Sure,Durability and long-lasting material
R1918,2025-03-20 13:51,166,25–34,Male,Dubai,South Asian,"10,001–20,000",Private Employee,3–5 times/week,Business Meetings; Parties; Formal Dinners,Ties; Cufflinks; Belts,Only when needed,Shopping Mall,Online,AED 50–100,Under AED 25,Design,5,4,5,4,4,4,2,1,Zara,Quality,Definitely,Premium Quality,Very Likely,Definitely Would,Local UAE identity
R2079,2025-02-20 02:37,499,25–34,Male,Fujairah,Southeast Asian,"5,000–10,000",Other,Once a week,Office; Religious Events; Formal Dinners,Ties; Dress Socks; Handkerchiefs,Only when needed,Shopping Mall,Physical Store,AED 50–100,Under AED 25,Price,3,4,4,4,4,3,2,3,Zara; H&M; Massimo Dutti,Product Variety,Probably Not,Introductory Discounts; Word of Mouth; Money-back Guarantee,Very Unlikely,Probably Would Not,Fast and reliable delivery
